asin,review_count,avg_rating,helpful_votes,helpful_rate,avg_review_word_count,first_review_month,last_review_month,quality_flag
B000BSLSJI,6,4.167,0,,28.333,2009-01,2013-02,monitor
B000CHVLQS,6,4.167,9,0.8889,88.833,2011-02,2014-04,monitor
B000E168E2,6,4.167,90,0.9111,190.833,2006-07,2007-02,monitor
B000E8J3YW,6,4.167,34,0.9118,68.833,2007-05,2009-02,monitor
B000EBLAB8,6,4.167,34,0.8529,219.333,2006-11,2007-07,monitor
B000EFIJVI,6,4.167,54,0.537,141.167,2006-04,2010-04,monitor
B000EH5A5Y,6,4.167,4,1.0,163,2007-02,2012-07,monitor
B000ELQUH2,6,4.167,96,0.8333,409.167,2006-07,2008-03,monitor
B000EPHHUM,6,4.167,66,0.9091,343.5,2006-04,2008-12,monitor
B000EVOAVK,6,4.167,14,1.0,93.333,2008-02,2014-05,monitor
B000EVQ0PO,6,4.167,18,0.9444,130,2006-11,2008-01,monitor
B000EXM06U,6,4.167,49,0.3265,220.5,2009-01,2012-12,monitor
B000F5XTXA,6,4.167,12,0.75,75.333,2007-11,2011-11,monitor
B000FE7Q5I,6,4.167,3,0.6667,53.333,2010-05,2014-06,monitor
B000FSQ858,6,4.167,5,1.0,38.5,2007-12,2012-12,monitor
B000G6ZOKE,6,4.167,3,1.0,56.833,2010-11,2013-08,monitor
B000GHED96,6,4.167,22,0.8636,407.167,2007-08,2014-03,monitor
B000GHVZQA,6,4.167,93,0.6989,196.5,2006-10,2012-02,monitor
B000GIQR12,6,4.167,32,0.9375,176,2006-10,2010-03,monitor
B000GKLGX4,6,4.167,9,0.5556,46,2008-06,2012-04,monitor
B000GQXDY8,6,4.167,17,0.7059,80,2007-04,2013-11,monitor
B000HSITXK,6,4.167,10,0.5,55,2012-08,2014-05,monitor
B000I1FAWY,6,4.167,137,0.927,315.167,2006-12,2009-04,monitor
B000I2JI26,6,4.167,11,0.7273,97.5,2012-03,2013-07,monitor
B000I76YEQ,6,4.167,37,0.973,108.333,2007-02,2009-07,monitor
B000I94HNO,6,4.167,4,1.0,40.833,2011-10,2012-11,monitor
B000J3J09A,6,4.167,3,0.3333,66.833,2008-02,2012-11,monitor
B000JEUO4E,6,4.167,10,0.8,109.5,2007-12,2011-04,monitor
B000JKUOIY,6,4.167,21,0.8095,82,2008-01,2013-05,monitor
B00000J0IX,6,4.0,153,0.8824,127.167,2000-01,2004-01,monitor
B00000JD3C,6,4.0,6,0.5,43.333,2009-01,2013-11,monitor
B00001OPJQ,6,4.0,71,0.9296,158,2007-06,2013-11,monitor
B00004TEUK,6,4.0,155,0.9677,198.667,2000-12,2006-06,monitor
B00004WHF1,6,4.0,77,0.9481,123.167,2000-09,2002-06,monitor
B00005105L,6,4.0,14,0.7857,68.667,2008-07,2014-07,monitor
B0000512ZX,6,4.0,8,0.75,148.167,2012-01,2013-12,monitor
B00005OLYD,6,4.0,43,0.9767,253.333,2003-03,2007-12,monitor
B00005OSUE,6,4.0,47,0.7447,195.333,2001-11,2002-06,monitor
B0000668YP,6,4.0,104,0.9712,64.833,2003-02,2013-02,monitor
B000067FOP,6,4.0,4,1.0,68.5,2009-05,2014-03,monitor
B000067VC2,6,4.0,4,1.0,48.167,2009-12,2013-09,monitor
B000068IGP,6,4.0,37,0.9459,150.167,2002-10,2011-07,monitor
B00006JQ6B,6,4.0,11,0.6364,44.833,2007-08,2009-01,monitor
B00006K16A,6,4.0,44,0.9773,217.667,2003-01,2009-06,monitor
B00006L9CT,6,4.0,62,0.9194,183.667,2003-03,2003-08,monitor
B00006Y0DQ,6,4.0,92,0.8696,306.5,2003-01,2004-01,monitor
B00007DT9H,6,4.0,87,0.8966,129.5,2003-03,2004-01,monitor
B00007L6I5,6,4.0,16,1.0,123.5,2003-09,2013-04,monitor
B00008L3HI,6,4.0,92,0.8696,135.167,2003-08,2009-03,monitor
B00008VF6F,6,4.0,11,0.8182,76.167,2006-08,2014-07,monitor
B00008XOH6,6,4.0,14,0.9286,81.833,2006-06,2014-02,monitor
B000093IRS,6,4.0,16,0.8125,77.167,2004-02,2005-02,monitor
B000095SG3,6,4.0,55,0.8909,230,2003-07,2013-06,monitor
B00009KHGB,6,4.0,2,1.0,77.833,2008-02,2014-03,monitor
B00009UHHW,6,4.0,6,1.0,60.167,2011-08,2014-02,monitor
B00009UTWA,6,4.0,86,0.9884,65.167,2006-03,2014-02,monitor
B00009YW7Y,6,4.0,113,0.8496,133.5,2003-07,2006-11,monitor
B0000ACKR3,6,4.0,1,1.0,56,2011-10,2013-12,monitor
B0000AOWW8,6,4.0,41,0.9268,201,2003-11,2010-02,monitor
B0001XAJ70,6,4.0,62,0.9355,157.5,2004-09,2014-04,monitor
B00021XQIA,6,4.0,84,0.869,80.667,2004-12,2009-05,monitor
B00026BOFW,6,4.0,10,0.9,132.667,2010-11,2013-08,monitor
B00028JH9U,6,4.0,19,0.2632,56.167,2008-09,2012-12,monitor
B000299EH4,6,4.0,93,0.5699,207.5,2004-06,2004-12,monitor
B0002CTZAC,6,4.0,13,0.7692,61.667,2007-12,2014-07,monitor
B0002E1S2S,6,4.0,14,1.0,102.833,2009-11,2014-03,monitor
B0002GTNG4,6,4.0,194,0.866,271.833,2004-09,2011-08,monitor
B0002J2D2W,6,4.0,1,1.0,64.333,2009-04,2014-03,monitor
B00068E570,6,4.0,5,1.0,100.833,2007-04,2012-03,monitor
B0006HV1KU,6,4.0,9,0.8889,98.167,2009-04,2014-03,monitor
B00076QA56,6,4.0,3,1.0,132.833,2009-05,2011-02,monitor
B0007L8BY4,6,4.0,3,0.0,94,2011-09,2013-08,monitor
B0007P4G4Y,6,4.0,109,0.8624,245.5,2005-06,2005-12,monitor
B0007P4G7G,6,4.0,3,1.0,34.667,2005-05,2013-12,monitor
B0007VTXMS,6,4.0,8,0.625,91.833,2006-03,2014-03,monitor
B0007XKDGG,6,4.0,50,0.96,120.167,2005-05,2007-03,monitor
B0007XRZ08,6,4.0,7,0.7143,126.333,2006-08,2009-11,monitor
B000816TC4,6,4.0,10,1.0,82.5,2006-07,2013-01,monitor
B00085505C,6,4.0,3,1.0,97.333,2008-08,2013-09,monitor
B00092M1RO,6,4.0,6,1.0,111.667,2006-05,2010-09,monitor
B0009JBC4A,6,4.0,2,0.5,44.667,2013-04,2014-03,monitor
B0009JCV6S,6,4.0,5,1.0,53.333,2009-12,2014-01,monitor
B0009KIQNO,6,4.0,103,0.6408,186.5,2005-06,2009-06,monitor
B0009VU7QM,6,4.0,23,0.8696,101.667,2006-09,2014-02,monitor
B0009WZR16,6,4.0,76,0.4342,115.5,2008-03,2013-04,monitor
B0009XBB5G,6,4.0,18,0.6111,33,2006-11,2013-08,monitor
B0009XHGGY,6,4.0,68,0.9118,280.833,2005-10,2010-06,monitor
B000A3V8SA,6,4.0,94,0.8298,223.667,2005-08,2011-08,monitor
B000BCDFMC,6,4.0,18,0.7222,102.667,2005-11,2007-09,monitor
B000C21JSS,6,4.0,7,0.8571,99.167,2009-08,2011-07,monitor
B000CSK8FM,6,4.0,11,0.4545,47,2011-04,2013-12,monitor
B000E0K7EK,6,4.0,192,0.9896,189.167,2006-06,2012-11,monitor
B000E17CK6,6,4.0,26,0.8462,152.167,2007-08,2013-07,monitor
B000EFLPDW,6,4.0,0,,42.333,2013-07,2014-06,monitor
B000EG5VBS,6,4.0,4,1.0,104,2007-05,2008-08,monitor
B000EIC7LI,6,4.0,38,0.8947,58.5,2006-08,2007-11,monitor
B000EIWCF4,6,4.0,15,0.9333,79.833,2008-08,2013-12,monitor
B000EOOZUI,6,4.0,15,1.0,103.833,2007-02,2009-05,monitor
B000EPWDTM,6,4.0,364,0.6456,262,2006-03,2006-08,monitor
B000EZKAHO,6,4.0,52,0.4808,144.333,2006-08,2008-12,monitor
B000F2P0ZS,6,4.0,27,0.7407,59.5,2006-09,2014-01,monitor
B000F6K0VI,6,4.0,2,0.5,42.5,2011-11,2013-10,monitor
B000F9NXW8,6,4.0,24,0.9583,246.167,2007-01,2007-07,monitor
B000FBU19O,6,4.0,16,0.875,95,2011-01,2014-06,monitor
B000FJEYZ8,6,4.0,18,0.2778,102.333,2007-07,2010-05,monitor
B000FKQJ46,6,4.0,16,0.4375,42.5,2009-10,2012-03,monitor
B000FREJQO,6,4.0,38,0.9474,69.333,2006-12,2008-01,monitor
B000G6T3PG,6,4.0,36,0.9722,141,2006-06,2008-01,monitor
B000GIP98Y,6,4.0,98,0.7347,80.833,2012-04,2013-05,monitor
B000H2E20U,6,4.0,2,0.0,80.667,2010-10,2012-03,monitor
B000HTG4ZE,6,4.0,16,0.4375,93,2008-03,2011-07,monitor
B000I1VEWO,6,4.0,127,0.9606,194.167,2006-10,2007-07,monitor
B000INVDMI,6,4.0,27,0.963,51.833,2006-11,2014-01,monitor
B000IO0NY6,6,4.0,21,0.8095,179.333,2006-12,2008-09,monitor
B000J2JFWI,6,4.0,35,0.4857,192.833,2007-02,2014-01,monitor
B000J40PMK,6,4.0,31,0.871,244.833,2007-02,2007-06,monitor
B000JC5T82,6,4.0,31,0.9677,172.333,2007-10,2012-12,monitor
B000JQV8EC,6,4.0,44,0.7045,94.833,2007-01,2013-03,monitor
B00000JMRV,6,3.833,31,0.8387,103,2004-03,2010-10,monitor
B00001ZWRV,6,3.833,17,1.0,94.333,2000-11,2013-08,monitor
B00004SYVH,6,3.833,171,0.8129,530.5,2000-04,2001-02,monitor
B00004TH2X,6,3.833,51,0.9608,260,2000-06,2002-08,monitor
B00004TZFM,6,3.833,52,0.8846,39.333,2007-10,2014-05,monitor
B00004XRDO,6,3.833,29,0.8621,169.333,2001-01,2010-07,monitor
B00004YKDT,6,3.833,101,0.9604,106.833,2001-07,2009-04,monitor
B00004Z5NH,6,3.833,2,0.5,38.833,2012-06,2014-06,monitor
B00005NGQS,6,3.833,10,0.9,114,2001-10,2009-12,monitor
B00005OBDS,6,3.833,47,0.9149,159.833,2002-02,2006-08,monitor
B00005T3BG,6,3.833,44,0.8409,232.333,2002-01,2014-03,monitor
B000067G0L,6,3.833,40,0.875,237,2002-05,2006-04,monitor
B00006I5BV,6,3.833,30,0.5333,43,2009-01,2013-10,monitor
B00006JQ5Y,6,3.833,90,0.8556,125.167,2006-01,2014-02,monitor
B00006LT11,6,3.833,29,0.8966,211,2002-11,2006-03,monitor
B0000787NW,6,3.833,117,0.9402,165.5,2004-02,2008-08,monitor
B000087KYH,6,3.833,76,0.8816,174.5,2003-06,2013-12,monitor
B00008L3IT,6,3.833,11,0.8182,38.5,2012-12,2014-02,monitor
B000093LX5,6,3.833,9,0.6667,76.333,2004-05,2011-09,monitor
B0000996BL,6,3.833,13,0.9231,66,2003-12,2014-03,monitor
B00009OYA1,6,3.833,25,1.0,65.667,2008-11,2013-07,monitor
B00009P2YQ,6,3.833,52,0.8269,308,2008-10,2014-04,monitor
B00009R6YZ,6,3.833,15,0.9333,90.667,2007-02,2014-04,monitor
B00009R87A,6,3.833,33,0.6364,125.167,2008-03,2013-01,monitor
B00009R9E2,6,3.833,29,0.7931,51,2008-01,2013-05,monitor
B00009W3IN,6,3.833,11,0.9091,92.167,2006-11,2010-01,monitor
B00009W42Y,6,3.833,60,0.9167,193.667,2006-10,2009-11,monitor
B00009XW3O,6,3.833,69,0.5942,81.667,2008-08,2014-05,monitor
B0000ACOBL,6,3.833,72,0.5278,182,2004-12,2013-07,monitor
B0000BZG0P,6,3.833,51,0.7451,162.5,2003-11,2004-10,monitor
B0000CBJ8K,6,3.833,33,0.9697,128.167,2004-09,2005-04,monitor
B0000DZFL8,6,3.833,23,0.7826,278.333,2004-01,2006-11,monitor
B0000XO3Y6,6,3.833,22,0.6818,70.667,2010-01,2014-05,monitor
B0000YVEGA,6,3.833,19,0.6842,91.833,2012-08,2014-04,monitor
B000144HZE,6,3.833,160,0.9125,191,2004-10,2008-04,monitor
B00018U7KO,6,3.833,5,0.8,76.167,2006-07,2014-06,monitor
B0001DHHI4,6,3.833,12,0.8333,59,2004-06,2014-03,monitor
B0001NA3L2,6,3.833,30,0.9,188.333,2004-06,2008-08,monitor
B00022TN7C,6,3.833,30,1.0,120.667,2004-08,2006-08,monitor
B0002BEP1C,6,3.833,2,1.0,132,2011-07,2014-01,monitor
B0002J6SFA,6,3.833,61,0.9836,259.667,2005-01,2014-05,monitor
B0002MK82G,6,3.833,0,,45.333,2009-10,2014-03,monitor
B0002SQ2MA,6,3.833,37,0.7838,132.667,2005-01,2010-07,monitor
B0002TB2LA,6,3.833,114,0.886,108.333,2004-10,2013-10,monitor
B0002ZPBKW,6,3.833,3,0.6667,34.833,2010-01,2014-04,monitor
B00067R5Y6,6,3.833,26,0.1538,169.333,2006-11,2007-08,monitor
B0006G0RSI,6,3.833,72,0.875,216.667,2005-03,2006-05,monitor
B0006HU4NK,6,3.833,157,0.6369,560.667,2008-01,2010-10,monitor
B0006JLAFE,6,3.833,67,0.8358,156.333,2005-03,2005-07,monitor
B0006Z8FTW,6,3.833,17,0.9412,35.5,2008-01,2014-02,monitor
B00077261C,6,3.833,1,1.0,279.5,2010-07,2014-01,monitor
B00079REO4,6,3.833,9,0.8889,97.667,2008-08,2012-08,monitor
B0007LMFPA,6,3.833,13,0.9231,123,2011-01,2014-07,monitor
B0007O7DTK,6,3.833,31,0.9355,115.5,2005-07,2006-02,monitor
B0007T27FU,6,3.833,3,0.3333,94.833,2007-01,2013-08,monitor
B0007TY0CI,6,3.833,10,0.7,63,2006-12,2013-12,monitor
B0007YUKZY,6,3.833,49,0.8776,82.5,2006-06,2011-06,monitor
B0007YZTSM,6,3.833,27,0.5556,35.167,2007-10,2008-03,monitor
B00080S9GY,6,3.833,73,0.9863,185.667,2005-05,2006-06,monitor
B0009EL76I,6,3.833,7,1.0,104.167,2010-01,2013-07,monitor
B0009EVYSO,6,3.833,32,1.0,86.167,2007-01,2014-06,monitor
B0009Y88EW,6,3.833,15,0.9333,134.833,2011-07,2014-04,monitor
B000AR7QXW,6,3.833,77,0.8961,216.833,2006-04,2011-12,monitor
B000B031QO,6,3.833,11,1.0,47,2007-05,2014-05,monitor
B000BSLQD6,6,3.833,21,0.4762,141,2012-10,2013-09,monitor
B000BVZ3BO,6,3.833,3,0.6667,63.167,2010-03,2014-07,monitor
B000BYGOX2,6,3.833,47,0.9574,56.5,2006-04,2010-01,monitor
B000CLT67A,6,3.833,29,0.8966,72.5,2007-07,2010-02,monitor
B000CNO9GQ,6,3.833,43,0.7674,228.5,2006-05,2010-12,monitor
B000CRLBFY,6,3.833,20,0.9,118.5,2009-05,2011-11,monitor
B000CSQVJ4,6,3.833,37,0.7297,117.833,2007-12,2010-03,monitor
B000E0DU62,6,3.833,163,0.9509,278.333,2006-07,2014-07,monitor
B000E5XK5I,6,3.833,5,1.0,90.167,2007-05,2014-07,monitor
B000EHVQM0,6,3.833,8,1.0,132.667,2006-07,2011-09,monitor
B000EI8X5M,6,3.833,102,0.8824,187.833,2006-06,2007-05,monitor
B000EM6NNW,6,3.833,20,0.7,167.5,2006-07,2007-05,monitor
B000ENP9GS,6,3.833,4,0.75,65,2007-11,2014-01,monitor
B000EPHB26,6,3.833,66,0.9545,286.333,2006-03,2011-05,monitor
B000ET9ZGC,6,3.833,11,1.0,226.167,2006-09,2009-12,monitor
B000EVSXMC,6,3.833,17,0.8824,141.333,2006-12,2013-08,monitor
B000F0REZY,6,3.833,4,0.5,47.667,2011-10,2014-05,monitor
B000F27R0E,6,3.833,4,0.75,65.833,2007-03,2011-01,monitor
B000FBPH9I,6,3.833,21,0.4286,115.833,2007-01,2010-02,monitor
B000FJR1EY,6,3.833,19,0.9474,58.5,2007-02,2014-04,monitor
B000FMPGJ8,6,3.833,70,0.9286,224.667,2006-10,2008-12,monitor
B000GIUPLU,6,3.833,22,0.8182,127.333,2006-10,2010-03,monitor
B000GSM4N2,6,3.833,17,1.0,159.5,2006-12,2012-07,monitor
B000I3P68U,6,3.833,16,1.0,102.833,2007-01,2013-02,monitor
B000IE9U3Q,6,3.833,13,0.9231,39.833,2011-06,2014-03,monitor
B000IJ73NU,6,3.833,21,0.8095,58,2007-07,2014-03,monitor
B000J45GLK,6,3.833,9,0.6667,61.5,2007-12,2013-06,monitor
B000JP8HU6,6,3.833,36,0.8889,222.333,2007-01,2007-11,monitor
B000JPZC6S,6,3.833,2,1.0,62,2012-05,2014-01,monitor
8862935293,6,3.667,6,0.8333,145,2010-07,2014-01,monitor
9862510447,6,3.667,0,,43.833,2010-08,2012-03,monitor
B00001W0D5,6,3.667,25,0.8,126,2005-02,2011-03,monitor
B00004TZJQ,6,3.667,107,0.9439,193.167,2000-12,2013-04,monitor
B000063W93,6,3.667,66,0.9545,277.333,2002-05,2007-08,monitor
B000067SOY,6,3.667,2,0.0,58.667,2007-02,2014-01,monitor
B000069EUZ,6,3.667,57,0.9649,112.667,2007-02,2013-12,monitor
B00006B9W9,6,3.667,12,0.9167,118.667,2008-08,2013-02,monitor
B00006HXLO,6,3.667,47,0.9574,118.5,2005-06,2014-07,monitor
B00006HXRA,6,3.667,75,0.96,176.333,2002-11,2003-05,monitor
B00006IRY8,6,3.667,75,0.8667,297.667,2002-11,2003-11,monitor
B00006IS9M,6,3.667,28,0.8214,224.167,2004-01,2009-05,monitor
B00006J3IX,6,3.667,74,0.6081,155.5,2003-01,2006-05,monitor
B00006JHY2,6,3.667,37,0.8649,200,2003-09,2014-02,monitor
B00006OX95,6,3.667,27,1.0,137.333,2003-01,2013-01,monitor
B00006RVNC,6,3.667,22,0.5909,50.333,2006-11,2010-11,monitor
B00006RVPG,6,3.667,31,0.5484,190.667,2003-11,2005-03,monitor
B00007CJMS,6,3.667,115,0.8348,130.5,2002-11,2003-11,monitor
B0000899ZE,6,3.667,12,0.8333,111.5,2003-06,2008-07,monitor
B00008DHSN,6,3.667,24,0.625,126.167,2006-04,2012-05,monitor
B00008XONS,6,3.667,31,0.871,85,2006-09,2010-10,monitor
B000093IRD,6,3.667,40,0.85,116,2003-12,2005-03,monitor
B00009R8AS,6,3.667,34,0.9118,124.167,2009-12,2011-05,monitor
B00009UH9P,6,3.667,24,0.8333,46.333,2007-02,2013-12,monitor
B0000AA9E8,6,3.667,201,0.9353,434.833,2004-02,2004-08,monitor
B0000AHO8N,6,3.667,77,0.9221,153,2003-12,2006-11,monitor
B0000EI9VB,6,3.667,43,0.9302,69.5,2004-10,2013-08,monitor
B0000X5ZKC,6,3.667,8,0.75,124.5,2007-08,2009-11,monitor
B00012IIUQ,6,3.667,24,0.25,90.5,2007-01,2009-12,monitor
B00013R0S6,6,3.667,5,1.0,71.167,2006-01,2011-04,monitor
B0001A99ME,6,3.667,52,0.7308,228.833,2004-07,2012-07,monitor
B0001E75LC,6,3.667,154,0.9286,137,2004-04,2013-11,monitor
B0001ZMGRE,6,3.667,1,1.0,41,2009-09,2013-10,monitor
B0002BAN2W,6,3.667,46,0.7391,312,2004-08,2006-10,monitor
B0002D6KAE,6,3.667,23,0.913,71.667,2010-02,2013-08,monitor
B0002H0CBI,6,3.667,8,1.0,94.167,2008-01,2014-06,monitor
B0002TXHIQ,6,3.667,12,1.0,151.5,2004-08,2011-01,monitor
B0002UAAQC,6,3.667,6,0.8333,84.167,2011-07,2014-07,monitor
B0002UM05Q,6,3.667,71,0.9437,179,2005-02,2010-10,monitor
B00068NF0I,6,3.667,112,0.8839,234.333,2005-01,2010-07,monitor
B00069UD9I,6,3.667,16,0.875,44,2007-05,2013-01,monitor
B00081NX5K,6,3.667,30,0.9667,36.167,2006-04,2014-05,monitor
B00099I19O,6,3.667,37,0.8919,151.333,2005-04,2007-07,monitor
B0009CEL18,6,3.667,53,0.8491,185.833,2005-05,2014-03,monitor
B0009I95X6,6,3.667,571,0.9422,311.667,2005-12,2011-01,monitor
B0009J1I26,6,3.667,19,0.8947,37.167,2009-05,2013-04,monitor
B0009K50RO,6,3.667,49,0.9592,140.833,2009-06,2013-05,monitor
B0009KF2OA,6,3.667,8,0.75,78,2005-07,2012-02,monitor
B000B8KAME,6,3.667,14,0.6429,77.5,2008-11,2014-06,monitor
B000E40RAK,6,3.667,12,0.6667,86,2007-01,2007-08,monitor
B000EAGBHW,6,3.667,4,0.75,87.833,2008-06,2010-06,monitor
B000EDJKUY,6,3.667,12,1.0,229.333,2007-01,2013-11,monitor
B000EEP9V2,6,3.667,22,0.5909,141,2006-08,2007-10,monitor
B000ELOPFG,6,3.667,76,0.9868,157.167,2006-04,2010-08,monitor
B000EMV90E,6,3.667,47,0.6383,55.333,2006-10,2010-02,monitor
B000ETTWII,6,3.667,14,0.8571,79.833,2007-01,2011-04,monitor
B000EWFXTM,6,3.667,70,0.9,115.833,2006-04,2014-02,monitor
B000F63C3G,6,3.667,44,0.9773,87.833,2006-06,2012-03,monitor
B000FFRZ3K,6,3.667,55,0.8909,182.667,2006-09,2007-10,monitor
B000FHGUWA,6,3.667,51,0.9804,248.333,2006-09,2009-02,monitor
B000FITJ04,6,3.667,12,0.4167,180.333,2008-08,2013-01,monitor
B000FMPGLQ,6,3.667,66,0.9242,134.167,2006-12,2013-12,monitor
B000FQBJU4,6,3.667,1,0.0,64.167,2007-09,2012-09,monitor
B000FTYTWQ,6,3.667,8,1.0,146,2007-07,2009-09,monitor
B000G6S8WU,6,3.667,44,0.9545,194.667,2006-09,2007-01,monitor
B000G6VFNE,6,3.667,73,0.9452,223,2006-08,2013-08,monitor
B000HBDTUK,6,3.667,7,0.7143,75.667,2007-11,2012-01,monitor
B000HKM24K,6,3.667,57,0.8421,274,2006-11,2010-06,monitor
B000HWS0PI,6,3.667,109,0.9725,218,2006-12,2007-09,monitor
B000I62WVQ,6,3.667,23,0.4348,301.5,2007-02,2008-04,monitor
B000I6LXCU,6,3.667,3,1.0,60.833,2007-10,2011-12,monitor
B000JC31L4,6,3.667,6,0.5,45.833,2010-01,2012-09,monitor
B000JKDTPE,6,3.667,30,0.9667,218.333,2007-02,2008-06,monitor
B000JT3L9E,6,3.667,5,0.8,70.167,2011-12,2013-12,monitor
3936710058,6,3.5,12,0.0,38.833,2012-12,2014-04,monitor
7799813393,6,3.5,13,0.6154,79.833,2012-08,2013-04,monitor
B00000K3RI,6,3.5,445,0.9551,161.833,1999-11,2013-06,monitor
B00003CWA6,6,3.5,25,0.36,59.5,2005-05,2013-09,monitor
B00005B70I,6,3.5,88,0.875,177.5,2001-05,2012-12,monitor
B00005V9Q3,6,3.5,57,0.8246,236.167,2002-11,2010-10,monitor
B00006B83F,6,3.5,22,0.4545,94,2005-09,2012-10,monitor
B00006B90H,6,3.5,22,0.7727,104.167,2008-09,2013-02,monitor
B00006LHLC,6,3.5,48,1.0,171.167,2003-08,2005-07,monitor
B000087BHV,6,3.5,135,0.3852,201.333,2003-01,2003-08,monitor
B00008N6Y9,6,3.5,1,1.0,75.667,2012-11,2014-03,monitor
B00008X5DC,6,3.5,60,0.9667,105.667,2004-10,2014-01,monitor
B00008XOK8,6,3.5,39,0.641,64.167,2004-05,2012-07,monitor
B00009KP31,6,3.5,22,0.8636,181.167,2003-09,2010-03,monitor
B00009UHCI,6,3.5,6,1.0,30,2012-01,2014-07,monitor
B0000AFX40,6,3.5,24,1.0,248,2003-10,2008-03,monitor
B0000AHO8Q,6,3.5,457,0.9453,143.667,2004-06,2006-07,monitor
B0001CVBRI,6,3.5,77,0.974,186,2004-02,2005-01,monitor
B0001EZN2A,6,3.5,24,1.0,167.167,2004-06,2005-09,monitor
B0001F1XNC,6,3.5,162,0.7593,81.5,2004-11,2008-09,monitor
B0001QNLVS,6,3.5,3,0.6667,54.333,2007-07,2011-03,monitor
B000281X6A,6,3.5,0,,37.5,2011-12,2013-12,monitor
B000289WOU,6,3.5,18,0.5556,117.167,2006-07,2014-05,monitor
B0002ALDRC,6,3.5,13,1.0,177.833,2007-10,2012-08,monitor
B0002M4HU0,6,3.5,30,1.0,79,2007-05,2009-07,monitor
B00066XI84,6,3.5,8,0.875,101.167,2006-02,2008-12,monitor
B00067TYFO,6,3.5,60,0.8,328,2005-09,2009-04,monitor
B00067WR30,6,3.5,8,1.0,123.833,2010-02,2014-06,monitor
B0006ZSQNC,6,3.5,17,1.0,79.333,2006-02,2008-11,monitor
B0007M3PJ4,6,3.5,93,0.7957,79,2005-10,2013-12,monitor
B0007N55L4,6,3.5,69,0.7826,289.5,2005-06,2010-05,monitor
B0007WW64O,6,3.5,19,0.7895,88.833,2009-10,2014-04,monitor
B0009IKDT6,6,3.5,4,0.25,105.333,2007-08,2011-10,monitor
B0009JGV32,6,3.5,31,0.871,44.5,2005-12,2010-05,monitor
B000AOFW0O,6,3.5,16,0.875,158,2006-05,2009-01,monitor
B000AQNAHO,6,3.5,28,0.75,125.167,2007-11,2013-04,monitor
B000BD665Y,6,3.5,12,0.8333,71.667,2006-07,2013-05,monitor
B000BU7XNG,6,3.5,9,0.8889,189,2010-04,2014-06,monitor
B000CDWNS2,6,3.5,32,0.9062,202.833,2007-03,2007-07,monitor
B000CFLNT0,6,3.5,1,1.0,25.667,2011-03,2013-12,monitor
B000ELE4Q6,6,3.5,146,0.6712,164.667,2006-07,2009-01,monitor
B000EWIYUM,6,3.5,35,0.9429,173.167,2007-02,2013-01,monitor
B000F1VAYY,6,3.5,37,0.5135,229.667,2011-04,2014-07,monitor
B000F2R5CO,6,3.5,56,0.7857,235.167,2006-06,2009-12,monitor
B000F2R5MY,6,3.5,82,0.9024,232.333,2006-10,2009-05,monitor
B000FDSMDO,6,3.5,223,0.9686,219.167,2007-03,2010-08,monitor
B000FEKEN4,6,3.5,10,0.9,45.333,2007-12,2011-12,monitor
B000FIC9K6,6,3.5,11,1.0,58.167,2008-04,2011-03,monitor
B000FS1UCY,6,3.5,15,0.9333,86,2007-03,2013-05,monitor
B000GPZKXG,6,3.5,6,1.0,68.833,2007-04,2010-10,monitor
B000HOWEG2,6,3.5,53,0.9057,98.333,2007-03,2009-04,monitor
B000I68LQG,6,3.5,24,0.9583,155.5,2008-10,2012-01,monitor
B000I990VI,6,3.5,8,0.625,37,2009-10,2013-05,monitor
B00000JBJQ,6,3.333,47,0.9149,172,2000-10,2014-04,monitor
B00004LC7Z,6,3.333,66,0.8333,125.667,2000-04,2005-03,monitor
B00004XRDB,6,3.333,38,1.0,194.833,2000-12,2010-12,monitor
B00005LOIP,6,3.333,21,0.9524,111,2001-09,2011-09,monitor
B00005M00O,6,3.333,174,0.8908,159.167,2001-10,2005-04,monitor
B000067SP4,6,3.333,6,0.8333,58.333,2008-06,2014-01,monitor
B0000683E3,6,3.333,28,0.8214,55.5,2003-06,2008-05,monitor
B0000691LX,6,3.333,82,0.939,264.167,2002-08,2002-12,monitor
B00006B91X,6,3.333,3,0.0,82,2008-01,2013-03,monitor
B00006TWL6,6,3.333,36,0.9722,138.5,2003-03,2005-08,monitor
B00007LI9D,6,3.333,138,0.7029,164.333,2005-12,2014-07,monitor
B0000899VM,6,3.333,149,0.7651,334.333,2003-07,2012-08,monitor
B00008MZ0B,6,3.333,91,0.8022,141.167,2003-05,2009-12,monitor
B000093S2G,6,3.333,89,0.764,183.333,2003-12,2013-05,monitor
B00009R9D5,6,3.333,65,0.8154,79.333,2007-07,2013-02,monitor
B0000C4G3G,6,3.333,11,0.6364,45.833,2009-01,2014-05,monitor
B00012O6RU,6,3.333,16,0.6875,112.333,2009-02,2013-11,monitor
B00026MSPC,6,3.333,14,0.9286,76.833,2006-06,2012-12,monitor
B0002CWPR2,6,3.333,29,0.5172,100.333,2004-11,2007-06,monitor
B0002ERY6W,6,3.333,108,0.4352,170,2004-07,2012-02,monitor
B0002HV4OW,6,3.333,17,0.5294,137.667,2004-08,2014-06,monitor
B0002WSL7A,6,3.333,25,0.8,53.167,2006-08,2009-06,monitor
B0002XRPNA,6,3.333,42,0.5238,93.333,2010-03,2014-02,monitor
