reviewer_id,asin,rating,review_month,helpful_yes,helpful_total,helpful_rate,review_word_count,summary
A1MIXY59EXC90L,B00004SD88,4.0,2002-10,0,0,,176,For [the money] this is not bad at all
AHXO4X437S8CQ,B00004SD88,2.0,2011-12,0,0,,216,Muddy sounding but super comfortable
A1NVD0TKNS1GT5,B00004SD89,3.0,2000-10,10,23,0.4348,95,"Close, but for this price, no cigar"
A3DCWVLM3XWU2Z,B00004SD89,4.0,2001-03,3,4,0.75,123,Solid Listening Experience
A2TVJ0YDW3QO63,B00004SD89,5.0,2005-08,9,9,1.0,220,Sennheiser = Pure Audio Bliss
A1GDAIVRFY8832,B00004SD89,5.0,2006-04,2,2,1.0,551,"Amazing clarity, better than your stereo system"
AZ1RAP7SF84I3,B00004SD89,5.0,2006-02,2,2,1.0,424,Very exceptional sound -- different style
AYLC085ZL5X5O,B00004SD89,5.0,2003-05,22,25,0.88,383,These are Godly!!!
A2LVYHHNQVX8M8,B00004SD89,5.0,2005-08,5,5,1.0,50,"The Cleanest, Most Dynamic Headphones I've ever Owned"
ANQ122AO9P5BI,B00004SGD3,3.0,2000-08,54,58,0.931,607,"It's ok, but the Compaq is much better"
A2ICY670PVUTAD,B00004SGD3,5.0,2000-11,35,38,0.9211,205,Good for writers on the go...
A3LWC833HQIG7J,B00004SGD3,5.0,2001-03,1,1,1.0,388,It's not an organizer. It is a portable entertainment center
A344VCIOO3EG21,B00004SGD3,4.0,2000-05,11,13,0.8462,86,Great product but the screen doesn't cut it
A3QYIBMXQVLVE7,B00004SGD3,3.0,2000-05,3,20,0.15,138,Just give me an electronic organizer
ARXU3FESTWMJJ,B00004SGD3,4.0,2000-08,31,32,0.9688,798,A great choice to make if you love color and sound
A12S3E4HK8330R,B00004SGD3,5.0,2001-07,1,2,0.5,137,Almost bullet proof!!
A1WVMDRJU19AFD,B00004SGD3,2.0,2000-05,15,28,0.5357,275,nice but not perfect.
A35MUY1T5C335X,B00004SGD3,4.0,2000-04,57,58,0.9828,340,"Great form factor, great features"
A1G18MU8RQQ4GY,B00004SGD3,5.0,2000-06,2,2,1.0,96,Only had it a week and cant live without it.
AP6X4IJR5H92P,B00004SGD3,5.0,2001-02,8,8,1.0,334,The Electronic Swiss Army Knife
A1IICMPYFNPG01,B00004SP9W,5.0,2013-06,0,0,,41,Mother in law still has a film camera
A2BGZ52M908MJY,B00004SP9W,2.0,2001-02,4,5,0.8,29,"Get the Royal Gold 400 film, not this one"
A1LL87239YH1NM,B00004SP9W,5.0,2014-03,0,0,,21,Analog photography is still magic
A31U2QT7SAL7K,B00004SP9W,5.0,2008-01,2,2,1.0,82,It's where you have your film processed that counts!
A46YT26BA97R0,B00004SP9W,5.0,2010-08,0,0,,16,Awesome film
A1GY1HIA0XKF2G,B00004SPC0,1.0,2000-10,2,3,0.6667,73,"Great idea, bad implementation"
A12U739X0STRAO,B00004SPC0,4.0,2008-09,0,0,,74,Durable screen protector! Lasts forever ...
A3O4F0C47C2FEY,B00004SPC0,2.0,2001-02,0,1,0.0,129,"Finally they fit, but..."
A22LE2JAII1U84,B00004SPC0,3.0,2001-09,0,0,,55,A very scratchable anti-scratch protection
A1H2V4OF8BZ4FC,B00004SPC0,5.0,2001-10,0,0,,16,NO more scratches on your screen
A12S3E4HK8330R,B00004SPC0,5.0,2001-07,1,1,1.0,33,To protect and to serve...
A34VCCL1YO6D0I,B00004SPC0,4.0,2001-06,4,4,1.0,104,Useful and Easy
A208OZ5XMMPKGS,B00004SPC0,4.0,2001-05,4,4,1.0,131,Like a little (glove) for your screen
AP6X4IJR5H92P,B00004SPC0,4.0,2001-02,0,0,,134,Decent job...
A3URVWPFJOHT72,B00004SPC0,4.0,2000-12,7,9,0.7778,89,"Great accessory, poor instructions"
A3RYW3OSMMU6SF,B00004SPUN,4.0,2002-12,3,3,1.0,236,take good care of it
A1NSF87AMGGXF5,B00004SPUN,5.0,2002-06,3,3,1.0,133,Rio is outstanding !
A3VK2YVHWSVQHB,B00004SPUN,3.0,2000-07,130,137,0.9489,366,Rio 600 Pros and Cons
AB2U893HHHG74,B00004SPUN,4.0,2001-03,7,7,1.0,571,"Fun and easy to use, but could use more memory"
A1TAW91SQSU2AH,B00004SPUN,2.0,2000-12,1,2,0.5,129,"Poor design. Too big, Too Loose, Too bad..."
A3V6Z4RCDGRC44,B00004SPUN,5.0,2002-06,3,5,0.6,177,I have two that I use *constantly*
A3D819E3ZQPNLA,B00004SPUN,5.0,2001-07,2,3,0.6667,306,Haven't had a problem so far :)
AEOAMS0G96E8B,B00004SPUN,4.0,2000-10,29,30,0.9667,576,A Good Product marred by poor quality control
A3PTG5V447NJNW,B00004SPUN,3.0,2000-09,3,3,1.0,130,Cool but Not Quite There
AQ6WXOXDZIYCS,B00004SPUN,5.0,2000-12,9,10,0.9,218,I Love It!
A32QUS5HTNB6GO,B00004SPUN,1.0,2000-10,8,9,0.8889,65,Flawed Design - Beware!
AIEOH19T22OQC,B00004SPUN,4.0,2002-04,0,1,0.0,107,"Pretty, sexy and stylish MP3 player"
A3OHJS5Q9C4IYS,B00004SPUN,4.0,2003-01,0,0,,116,You get what you get and you dont throw a fit.
A243HY69GIAHFI,B00004SPUN,4.0,2000-08,37,39,0.9487,910,"Easily the best portable, but there's room for improvement"
A1MNVGWFE6E0J4,B00004SQET,5.0,2013-08,0,0,,40,Nice extension cord
A3PD8JD9L4WEII,B00004SQET,5.0,2012-01,0,0,,54,"Great cords, available in many lengths"
A3LUWGB6EOJEC,B00004SQET,5.0,2011-09,3,4,0.75,60,Good Wire
A1DVJIPY0MFSNF,B00004SQET,5.0,2013-05,0,0,,37,good build
A3UI9U9NOOAM9S,B00004SQET,5.0,2011-08,0,0,,46,works as intended
A2T0WZOJ59N7AD,B00004SQET,4.0,2013-08,0,0,,24,It's an extension cable...
ASV6KRCHWHOU2,B00004SQET,4.0,2014-01,0,0,,89,Good heavy duty outdoor extension cord.
A5YSNNBCMLVX2,B00004SQET,5.0,2014-01,0,0,,74,Just the right length.
A1YJQ0I05KU3M,B00004SQET,5.0,2013-11,0,0,,20,Quality Product
A3M2OUAMHNVUGQ,B00004SQET,4.0,2012-12,0,0,,26,It Works
A21L12NT10X25E,B00004SQET,5.0,2013-07,0,0,,37,a quality cord
AMTY878WRNJR,B00004SQET,4.0,2012-10,0,0,,62,wow! i can plug in stuff from 20ft away!
A2VNNFURJ55S4G,B00004SQET,5.0,2009-08,13,15,0.8667,22,Great chord for my bug light
A31Y28UEDXQ0HB,B00004SQET,5.0,2009-01,1,2,0.5,17,GOOD DEAL
AGXMC3ITWZASE,B00004SQET,4.0,2012-10,8,8,1.0,124,Durable
A2K4L3QL76RSG6,B00004SQET,5.0,2013-07,2,2,1.0,41,Cords worked fine
A1IYWB3X1T6ZJ1,B00004SQET,5.0,2013-10,0,0,,32,Great!
AA9PPYMDF4M4Q,B00004SQET,5.0,2014-04,2,2,1.0,38,Heavy duty
A2UO040HWOP0C2,B00004SQET,5.0,2013-05,0,0,,31,Its good
A9JDOM7L4EML9,B00004SQET,5.0,2013-12,0,0,,24,QUALITY EXTENSION
A32VIPOLAO12KV,B00004SQET,5.0,2012-10,3,3,1.0,26,Long and sturdy enough. Camouflages nicely.
A3KTWXWO9MYIYB,B00004SQET,4.0,2010-03,1,3,0.3333,22,Perfect for long runs
A2X1HXM2TZ7VJV,B00004SQET,5.0,2013-12,0,0,,24,"Amazon is simply awesome, offering a great deal and free shipping!"
A1RWYA52UUOCC0,B00004SQET,5.0,2014-06,0,0,,30,Coleman Cable
A3DAURGJAL0Y0S,B00004SQET,5.0,2011-10,3,4,0.75,81,Simple cheap extension cord
A1QGK864IJ2PQ8,B00004SQET,4.0,2013-03,0,0,,57,It's good
A2Y5KXAJSN7NG3,B00004SQET,5.0,2013-12,0,0,,27,Great deal
A1R8LFZ1EMGK75,B00004SQET,5.0,2014-01,0,1,0.0,46,Excellent Outdoor Extension Cord
A332E6XGZ46RAW,B00004SQET,5.0,2012-12,0,0,,26,Exactly what you expect
A1RQEQ9N5YLNLU,B00004SQET,4.0,2014-05,0,1,0.0,38,Power goes in one end and out the other
A3D7BGK0P5QY0X,B00004SQET,5.0,2013-02,0,0,,195,Thick jacket but still flexible
A5S38CUDPMJ3H,B00004SQET,5.0,2012-02,0,0,,56,Does the Job
A2IX2BCH9YA2K4,B00004SQET,5.0,2014-05,0,0,,26,Seems durable
A2ITTLEMAY03YD,B00004SQET,5.0,2013-07,0,0,,24,all good
A3K8QGDWJ22EOX,B00004SQET,4.0,2011-06,1,1,1.0,49,Cheap and high quality.
A1MPW1WTMFFQDG,B00004SQET,5.0,2011-12,0,0,,45,Heavy duty and repels water
AJOZXSF28N5N5,B00004SQET,5.0,2011-11,1,1,1.0,41,"Excellent product, better than expected.."
A28ESDJPORMVEY,B00004SQET,5.0,2013-01,0,0,,55,Outdoor extension cord for Christmas holidays
A130VGG4P4PW5J,B00004SQET,5.0,2012-11,0,0,,37,Always buy Coleman Cable when possible - so durable ..
AV3CY3MLHJ511,B00004SQET,5.0,2013-01,0,0,,39,Good quality. Great price.
AOWOA4AKT3AST,B00004SQET,4.0,2013-03,0,0,,140,Great buy.
ADQ073QJ0E5TK,B00004SQET,5.0,2013-12,0,0,,37,Good quality power cable
A3PXRHR3HQY2E3,B00004SQET,5.0,2012-07,1,1,1.0,35,VGIRL
A2YDNC4J5GUZL9,B00004SQET,4.0,2013-01,0,0,,20,Good quality and reasonably priced
A7JQDI5K9XZY8,B00004SQET,3.0,2013-02,0,0,,122,Decent cord for the price...but gets stiff in cold weather
A3HXGSMCIOZEW8,B00004SQET,5.0,2012-05,0,0,,52,Great extension cord
A3FP9141P7DHT6,B00004SQGI,5.0,2013-06,0,0,,37,"Nice quality, great price."
A2HGEG82645YF4,B00004SQGI,5.0,2010-12,1,1,1.0,24,great product for hte price.  I came on time and worked well.
A3M8N1L4WAMJG4,B00004SQGI,5.0,2011-12,0,0,,26,"Coleman Cable 09021 12/3 9-Inch Generator Cord Adapter, L5-20P to 5-15R"
AY1KGMCPIZRBP,B00004SQGI,5.0,2013-12,1,1,1.0,24,Works as advertised
AK21M2AE4U71T,B00004SQGI,5.0,2010-12,1,1,1.0,33,Perfect!
A1YXBYJCCS0R3A,B00004SQGI,5.0,2013-03,0,0,,120,Perfect for connecting my APC Power outlet strip (20 amp plugs) to my 15 amp wall socket
A2YCJJV1QEO655,B00004SQGI,5.0,2013-12,0,1,0.0,20,lighting power adapter
A179EHWXB6NSIQ,B00004STHL,1.0,2007-08,0,0,,282,"COOLING PROBLEMS - How to fix it?; plus, It's Nice When It Works"
A3F68N9OI8Y67,B00004STHL,1.0,2003-10,2,3,0.6667,47,"I, too, thought I'd get more use out of it"
A7Y6AVS576M03,B00004STHL,5.0,2002-06,4,6,0.6667,191,"Read, Experiment, Learn"
A13WNGIMC3PSXM,B00004STHL,2.0,2000-08,48,51,0.9412,111,Fun Product:  Just Pray It Doesn't Break
A3OB4235TKCL8K,B00004STHL,1.0,2002-06,13,15,0.8667,255,I suggest you try Minidisc!
A36CB8LS12L46X,B00004STHL,5.0,2002-04,7,8,0.875,113,Excellent reproduction at an affordable price
A3RRAIE5VGNS0S,B00004STHL,4.0,2000-06,10,15,0.6667,29,Philips CDR775BK Dual Deck Audio CD Recorder
AGG6OMGC18HF1,B00004STHL,1.0,2001-02,0,1,0.0,380,AN REAL ELECTRONIC LEMON
A1MO77HMZ0QYLL,B00004STHL,5.0,2006-06,1,1,1.0,75,Never a single problem
A1BQ9NX14RQZVX,B00004STHL,1.0,2004-06,2,2,1.0,105,Nothing but problems
A256S0SNCGFKGC,B00004STHL,1.0,2002-01,7,8,0.875,218,Don't waste your money on this.
AVBJLSSLIQEMP,B00004STQK,3.0,2001-06,6,7,0.8571,207,picture quality is not adequate
A160RGARQLLB05,B00004STQK,5.0,2002-01,2,2,1.0,249,Good camera
AS8IC1P9Y4VR1,B00004STQK,5.0,2000-09,11,11,1.0,119,SUPER!!!  Polaroid PDC 100
A91LOU9XGER2N,B00004STQK,4.0,2002-06,4,4,1.0,576,Good overall value with many great features
A3QJX63UDE76OA,B00004STQK,2.0,2003-10,1,1,1.0,43,Not the greatest..
A1LAAZUR8YFRW8,B00004SU73,1.0,2013-03,0,0,,51,Time for a Digital!
A3EOMRZFU33I6Z,B00004SU73,4.0,2013-08,0,0,,27,make copies of art work
A2R6RA8FRBS608,B00004SU73,4.0,2006-09,14,14,1.0,335,A pretty good camera if you don't want the expense of a much more expensive one...
A2M5GKAGV88LWD,B00004SU73,5.0,2000-08,3,3,1.0,96,"Great for raves, parties, camping"
ARAS5VERQ8BH2,B00004SU73,5.0,2005-05,5,5,1.0,120,"Even in today's digital world, there's still a niche"
A209QRVZ99UQDC,B00004SUG7,5.0,2008-10,1,1,1.0,125,THE BEST
A1MH0S2LR24DGH,B00004SUG7,5.0,2010-01,0,0,,46,Great classroom speakers!
A3A15L96IYUO6V,B00004SUG7,5.0,2001-06,7,7,1.0,76,Sound like much more expensive speakers!
A2CYDCJKZ7F0IO,B00004SUG7,5.0,2002-02,0,0,,124,Great Speakers for Price Range
A3PZB8KZU22LG1,B00004SUG7,4.0,2001-08,6,7,0.8571,125,Pretty good for the price
A1PL7QILVQV3IF,B00004SUG7,4.0,2009-04,0,0,,111,Surprisingly good for the price
A3EVTPOJDS5OQ9,B00004SV1W,5.0,2000-05,22,22,1.0,52,Best digital camera i've seen!
A2EDFATBY4VNTS,B00004SV1W,4.0,2001-01,24,24,1.0,1040,An Excellent Digicam Prompts Improvised Off-Camera Flash
AHT97H27XFI1I,B00004SV1W,5.0,2001-09,0,0,,55,35mm gone digital...!
A1MLNJK9HDCQLV,B00004SV1W,5.0,2001-01,12,12,1.0,318,Look no further
A3823WQPK4LXLL,B00004SV1W,5.0,2000-04,111,111,1.0,264,Well worth the money
A2DXENZNO2JT4F,B00004SV1W,5.0,2002-01,1,1,1.0,395,So happy with my choice
A1EU2HO4Y1SKHQ,B00004SV1W,5.0,2001-07,7,7,1.0,178,Works well with Windows XP
A1ZC0H05U51M3C,B00004SV1W,5.0,2000-07,35,35,1.0,231,Perfect for new parents!
A2DGF0LAMJQHQF,B00004SV1W,4.0,2001-07,7,7,1.0,310,Need to take lots of pics? How about 248 @ max resolution?
A3PVE6QACV6WRK,B00004SY4H,4.0,2007-04,1,6,0.1667,42,Extremely confortable and excellent sounding device
A3JAL9LX5XMKB3,B00004SY4H,5.0,2014-03,1,1,1.0,73,Worth it
A2WBEJH71SND3T,B00004SY4H,4.0,2008-05,27,29,0.931,724,Good set for mixing and portable studios.
A1HD8EWSHR9FM6,B00004SY4H,5.0,2002-12,18,21,0.8571,553,Outstanding Detail and Airiness
A15PL3C9OFSM1B,B00004SY4H,4.0,2011-12,0,9,0.0,58,Superb sound quality but cannot hear well unless I max out the volume.
A3H9R0EX67LJE6,B00004SY4H,5.0,2013-12,0,0,,108,Best set of 'phones I've ever owned.
AIZA39M8ZAQDO,B00004SY4H,5.0,2002-10,5,6,0.8333,202,A quantum leap in listening pleasure
A3UFIFPNO0TR0Q,B00004SY4H,5.0,2012-06,3,4,0.75,193,Fine headphones
AG0MG2M4DE3P0,B00004SY4H,5.0,2013-12,5,6,0.8333,168,Sennheiser HD 600
A39M7D6VKFKWRN,B00004SY4H,5.0,2005-02,17,18,0.9444,121,Worth every penny
A3CMSRCYUJ9ZA5,B00004SY4H,5.0,2012-09,0,2,0.0,69,these have been of the best headphones I have owned
A4GGT6O0GQNV2,B00004SY4H,5.0,2014-05,2,2,1.0,769,Absolutely Fantastic!
A1EN3TU8BPYH2B,B00004SY4H,1.0,2013-09,4,24,0.1667,298,Lots of creaking noise (& the fit is a bit uncomfortable)
A1M24LVM6J1IYY,B00004SY4H,2.0,2013-04,8,29,0.2759,190,Poor Construction mars very good headphone
A2KVSY1005QJDF,B00004SY4H,5.0,2014-04,3,3,1.0,469,Legendary sound and clarity
A1NVD0TKNS1GT5,B00004SY4H,5.0,2000-10,158,174,0.908,234,The Best Dynamic Headphone in the World
AYGB2EFZ3O3IW,B00004SY4H,5.0,2013-07,2,2,1.0,298,"Take the leap, they really are worth it..."
A1R3NJNVS6HLV7,B00004SY4H,5.0,2013-05,1,1,1.0,142,Great sound!
AX9FIZX89LNFQ,B00004SY4H,5.0,2014-04,5,5,1.0,1387,SENNHEISER HD 600 OPEN DYNAMIC HI-FI PROFESSIONAL HEADPHONES
A1989944VHPI2I,B00004SY4H,5.0,2002-02,10,11,0.9091,152,Best headphones I have owned
A166PLPFD2A42H,B00004SY4H,5.0,2013-04,2,2,1.0,266,Pure Class
A6HW4G2S68KGV,B00004SY4H,5.0,2012-11,1,1,1.0,120,"So good, I got a second pair!"
AYTGG6XTVUG7G,B00004SY4H,4.0,2002-02,49,56,0.875,304,"Pricey, well-made, not for everyone"
A3GGOU7B5NVAIS,B00004SY4H,5.0,2007-09,7,9,0.7778,46,The best in the world
A13WL1MBY347F7,B00004SY4H,5.0,2013-01,4,4,1.0,192,End of the Journey
A3LN27742T0L76,B00004SY4H,5.0,2011-11,1,2,0.5,189,Great headphone and only getting better
A19BR6M0VG7AHZ,B00004SY4H,5.0,2014-07,0,0,,5,Great headphones. Nicely balanced (sonically)
A2ZCWFNMC84GPY,B00004SY4H,5.0,2010-01,26,29,0.8966,2744,Is well worth it with proper equipment and at least HD650 replacement cable
A3TUOAQ56ZQIJH,B00004SY4H,5.0,2013-07,4,6,0.6667,48,Very good phones
A2J9NEE5C5D2AU,B00004SY4H,4.0,2001-12,31,35,0.8857,392,be sure to get a high quality amplifier...
A10XB56QFYLVC8,B00004SY4H,5.0,2005-01,44,46,0.9565,482,Outstanding headphones
ACIAP3IPPGK27,B00004SY4H,5.0,2013-03,3,3,1.0,684,These are great...GREAT headphones.
A225G2TFM76GYX,B00004SY4H,5.0,2009-03,11,11,1.0,48,Excellent Phones
A2ED50E3KWKUKW,B00004SY4H,5.0,2007-09,6,6,1.0,295,THE BEST @ A SOMEWHAT REASONABLE COST
A2SDA5LOD7577T,B00004SY4H,5.0,2014-03,6,6,1.0,416,The Natural
A1URXSRV6WDHVY,B00004SY4H,5.0,2007-07,12,13,0.9231,289,These phones have totally blown me away!
A22HBQKBPEL4MF,B00004SY4H,4.0,2014-06,0,2,0.0,229,"I don't own these, but I might soon&#8230;"
A14MER71N2DCDW,B00004SY4H,5.0,2009-01,1,1,1.0,164,Absolutely Fantastic Sound!
ATEDSY50EDAMI,B00004SY4H,5.0,2006-04,46,52,0.8846,869,The King
A3IKQ1HN8KQJFD,B00004SY4H,5.0,2014-01,1,1,1.0,25,"Great sound, exceptional comfort"
A13UQXD9UWRS7U,B00004SY4H,5.0,2013-07,1,3,0.3333,21,Awesome!
A8O2E6UBLWWFM,B00004SY4H,5.0,2005-01,4,7,0.5714,21,listen here
A3RL4MZ8PH9Q5B,B00004SY4H,5.0,2013-04,1,1,1.0,211,A Steal at this Price
A2OCNEE5JHLJI9,B00004SY4H,5.0,2003-06,2,2,1.0,69,Awesome Headphones - At Any Price
A2JMSJO1Z8C8ZQ,B00004SY4H,5.0,2013-10,2,2,1.0,346,Do yourself a favor and get a good amp
A3507DMCU3IEGI,B00004SY4H,5.0,2011-02,2,3,0.6667,64,"Great headphones, need amp or else don't get it!"
A3077MQTAKOVFZ,B00004SY4H,5.0,2013-07,1,4,0.25,24,I really liked them but
A3MZSWSG6L8EN2,B00004SY4H,5.0,2009-02,8,9,0.8889,177,"FANTASTIC, but not ""way better"" than HD 595s"
A196D02N89FEK,B00004SY4H,4.0,2013-02,3,15,0.2,137,Best headphones I've ever owned.
A3FE2B2X39IFJJ,B00004SY4H,5.0,2011-12,2,5,0.4,58,HiFi Grade Cans
A2BIQJIXLDSJSE,B00004SY4H,5.0,2012-11,12,12,1.0,965,Simply amazing sound quality for the money!
A9UQZFBHHJ17J,B00004SY5G,5.0,2002-03,2,2,1.0,69,What a value!
A2BI702GCWNYJ4,B00004SY5G,4.0,2004-02,1,1,1.0,91,OK for a small speaker
A38M7PZ5DEOOCC,B00004SY5G,5.0,2002-11,2,2,1.0,184,Great little speakers
A2Y3DTTBOU77MO,B00004SY5G,5.0,2003-01,1,1,1.0,57,skeptical before - now very pleased
A2MJHJ3VYTS7V8,B00004SY5G,4.0,2002-08,5,6,0.8333,175,Tough to Beat at Any Price
AEH644IG7XZUI,B00004SYB7,5.0,2011-09,0,0,,20,Super Mini Binoculars
AXK9O1OC2I2PD,B00004SYB7,5.0,2001-10,0,0,,83,"Great Price, Great Binoculars!"
A2BGZ52M908MJY,B00004SYB7,4.0,2001-03,6,10,0.6,34,Lightweight and powerful.
A231WM2Z2JL0U3,B00004SYB7,5.0,2001-01,12,12,1.0,25,Excellent
A3VEROAVSRAMG2,B00004SYB7,5.0,2001-08,3,3,1.0,54,A terrific value
A25E8V5JMW43RY,B00004SYKO,5.0,2014-04,0,0,,24,Great recording tapes
AFXTKAO0CB354,B00004SYKO,5.0,2009-09,2,2,1.0,59,Great Value
A2R6RA8FRBS608,B00004SYKO,5.0,2008-12,7,7,1.0,324,excellent VHS video tapes for recording...
A1F958T2GSWCEK,B00004SYKO,5.0,2013-11,0,0,,173,Great Tapes Get The Job Done
A1IL8I2ZD6QVVC,B00004SYKO,5.0,2007-09,3,3,1.0,62,recording time
AY62TN9VGKI2Z,B00004SYNW,2.0,2000-09,2,5,0.4,337,If It Works For You It's A Great Product
A29SZ81DMZAYC5,B00004SYNW,1.0,2003-05,0,0,,159,"Dont bother if you need IPSec, security or Netflix  0-star"
A3CIV9WPFHNX0K,B00004SYNW,5.0,2001-04,0,0,,49,Does exactly what its advertised to do.
A3OQGX7T9GL0LD,B00004SYNW,1.0,2000-12,2,2,1.0,201,&quot;Firewall&quot; Feature Crippled by Bad Design
ALMK0YBTI72RL,B00004SYNW,1.0,2001-07,5,5,1.0,165,Zero Stars -- Buy Linksys Instead
A106FBN3SVKSQL,B00004SYNX,5.0,2013-10,0,0,,25,Excellent Ethernet Adapter!
A3VAX5C42A9QW4,B00004SYNX,4.0,2009-09,0,0,,21,Ethernet is Ethernet
A19E3ZCQH6TJBD,B00004SYNX,5.0,2002-11,2,2,1.0,143,Absolutely Greeeaaat!
A1I002WK1LELAO,B00004SYNX,2.0,2011-09,0,0,,45,Buggy
AUITG1DJ3QUGK,B00004SYNX,3.0,2000-06,5,5,1.0,78,"Easy install, questionable quality"
APLAYRDGF11H2,B00004SYNX,4.0,2012-12,0,0,,22,Simple to put in and get working.
A1TEQLH0UOWNOK,B00004SYNX,5.0,2013-03,0,0,,52,Works great
A2V5UR27QR2L7W,B00004SYNX,4.0,2012-11,0,0,,76,Works perfectly with my setup
A27Y4OEC9MD9PA,B00004SYNX,5.0,2012-11,0,0,,33,D-Link Ethernet Desktop Adapter
ADX6KUX4WWSJD,B00004SYNX,1.0,2013-05,0,2,0.0,92,didn't even fit my motherboard
A1Y7B873VOTAHM,B00004SYNX,1.0,2004-12,4,5,0.8,33,Dead after 45 days....
A2FSW50DBYKTAG,B00004SYNX,5.0,2013-07,0,0,,43,Works for me
AIU13IFGH0EVF,B00004SYNX,4.0,2011-04,0,0,,311,Seems to work well.
A2INGDHZFPDBFP,B00004SYNX,5.0,2011-04,0,0,,84,"Been Buying These For Years.  Rock Solid, Easy to Install"
A88AV20XJ5X60,B00004SYNX,5.0,2011-06,0,0,,140,Easy!
A1LYZ1VWGLCI1X,B00004SYNX,5.0,2009-07,1,1,1.0,80,Fantastic Card! 5 Stars!
A2LX285KLNY8M3,B00004SYNX,5.0,2014-01,0,0,,38,A good replacement
A15UNI5A23UA4J,B00004SYNX,5.0,2007-03,0,0,,39,Works Great
A2Y4QQTCIP2E0E,B00004SYNX,5.0,2007-08,0,0,,22,Best Ethernet Adapter
AIVJDP9TGEGZN,B00004SYNX,5.0,2004-03,4,5,0.8,28,"Quick install, works fine, no problems."
A1522TN5FVJL0Y,B00004SYNX,5.0,2002-07,2,2,1.0,53,Good performance for next to nothing
A1WAYVM44HACOO,B00004SYNX,5.0,2011-10,0,0,,44,PCI Ethernet Adpter
A39239F78V03U4,B00004SYNX,1.0,2000-09,4,8,0.5,37,"Penny-Wise, Dollar- foolish..."
A17U12E2LNDSYL,B00004SYNX,5.0,2011-01,0,0,,57,A no hassle network solution
A2QJJR9P3IYVO9,B00004SYNX,5.0,2013-09,0,0,,43,Win XP Plug-and-Play trouble free with plenty of speed
A3Q6EL2PFKJK76,B00004SYNX,5.0,2003-11,4,4,1.0,53,No problems
A3CSEHN7WKCTZ5,B00004SYNX,5.0,2009-05,0,2,0.0,47,Item as Described
A2NVQZ4Y7Y0J1R,B00004SYNX,1.0,2006-07,3,8,0.375,193,Mac users: D-Link's claims about compatibility are false. Look elsewhere
A37JNUJSVAJKYN,B00004SYNX,5.0,2006-03,3,3,1.0,74,Don't Be Fooled By The Cheap Price
A3QQ1Q4A02OWJT,B00004SYNX,4.0,2010-07,1,1,1.0,69,Good Card. Careful during installation
A390CDHLS6NHWP,B00004SYNX,5.0,2010-03,0,0,,51,Ethernet adapter
A3ONE2VJCDI5GZ,B00004SYNX,5.0,2001-03,30,33,0.9091,213,"Looks cheap, but works amazingly well!!"
A2K3XAK8BP8LA,B00004SYNX,5.0,2001-05,4,4,1.0,111,Good companion with D-Link router and switch
A2JXT7KS8OU2L,B00004SYVH,1.0,2000-07,7,26,0.2692,285,Don't bother spending the money
A2E3CXT3CJDCUC,B00004SYVH,4.0,2000-07,6,8,0.75,78,Best of the Pocket PC's
A1MJMYLRTZ76ZX,B00004SYVH,5.0,2000-08,10,10,1.0,761,Pretty awesome
A1MMEARDASNIA0,B00004SYVH,5.0,2000-04,0,0,,214,Almost perfect
AM4ZQJ0IORVWG,B00004SYVH,4.0,2000-04,111,122,0.9098,624,"A wonderful product, but maybe more than you wanted in a PDA"
A1GYR0Q9BRCNQ4,B00004SYVH,4.0,2001-02,5,5,1.0,1221,Brilliant little unit
A9AZJGWMDJ7SR,B00004T0RC,5.0,2000-09,5,5,1.0,315,The best PDA so far
A2GNATC9V28GJS,B00004T0RC,5.0,2000-09,3,3,1.0,128,What a great Pocket PC
AD50TWQOM8W4G,B00004T0RC,5.0,2000-08,11,13,0.8462,168,Really Great Product!
A3JMQ363OSCWU2,B00004T0RC,5.0,2000-10,7,10,0.7,179,"My iPAQ replaced my laptop, Palm, MP3 player and DVD player"
AUCF61BNJ5ZX7,B00004T0RC,5.0,2008-10,0,0,,43,Better then even the company thought.
AHT97H27XFI1I,B00004T0RC,4.0,2000-09,1,3,0.3333,61,Stumbled into one In Stock
A1AOK8IY4F9OKZ,B00004T0RC,4.0,2000-08,15,16,0.9375,659,"Finally,"
A2TAAKL8DQDMSA,B00004T0RC,5.0,2000-10,7,8,0.875,213,Couldn't find a better one than this!
A1MJMYLRTZ76ZX,B00004T0RC,5.0,2000-10,3,3,1.0,155,Stylus Fix
A3N4TZ3SX3XW12,B00004T0RC,4.0,2002-06,7,7,1.0,287,Close to perfect
A2RWHTNM5P3I8Y,B00004T0RC,4.0,2001-07,1,1,1.0,87,Wireless Wonder
A2LYF3DJN9X5JN,B00004T0RC,3.0,2002-06,12,12,1.0,156,Love the concept and loved the product
A39KGML5OYIU00,B00004T0RC,4.0,2009-03,1,1,1.0,37,Pretty Good
A3KZDS16VTCBCD,B00004T1XE,5.0,2013-01,1,2,0.5,76,"Cheap, Works Great"
A3NQU1649SH0Q4,B00004T1XE,5.0,2008-09,3,3,1.0,280,Very nice little AM-FM radio
A1PBRDRW4WUCYM,B00004T1XE,3.0,2012-07,9,9,1.0,80,How can you rate this with 5 stars?
A2INA3KNWJWM1Z,B00004T1XE,5.0,2012-12,0,0,,22,Batteries Last Forever!
